"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","MEAN_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","SPECIES_CD","SPECIES_NAME","N","JUV","MAX_DIAMETER","PERP_DIAMETER","HEIGHT","OLD_MORT","RECENT_MORT","BLEACH_CONDITION","DISEASE"
"Tortugas",2794,1,2022,9,11,"CONT_HR","T09",NA,NA,1.8,24.64269,-82.95994,516707,"Tortugas--Dry Tortugas NP",4,"Forereef",4,"DTNP_RNA",26,NA,2,"D3",20.4215993465088,21.9455992977408,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2796,1,2022,9,11,"ISOL_HR","T09",NA,NA,1.82333333333333,24.65623,-82.94596,563596,"Tortugas--Dry Tortugas NP",4,"Forereef",4,"DTNP_RNA",26,NA,2,"D3",23.1647992587264,24.9935992002048,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2797,1,2022,9,11,"ISOL_HR","T09",NA,NA,1.794,24.65898,-82.93837,573035,"Tortugas--Dry Tortugas NP",4,"Forereef",4,"DTNP_RNA",26,NA,2,"D3",25.2983991904512,25.6031991806976,9,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2799,1,2022,9,11,"ISOL_HR","T09",NA,NA,0.941333333333333,24.65519,-82.94346,560461,"Tortugas--Dry Tortugas NP",4,"Forereef",4,"DTNP_RNA",26,NA,2,"D3",22.5551992782336,22.5551992782336,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2800,1,2022,9,10,"ISOL_HR","T05",NA,NA,0.584,24.62426,-82.91026,452079,"Tortugas--Dry Tortugas NP",4,"Lagoon",6,"DTNP_RNA",26,NA,2,"D2",14.3255995415808,15.8495994928128,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2176,1,2022,9,9,"CONT_HR","T02",NA,NA,0.29,24.62785,-82.85894,462873,"Tortugas--Dry Tortugas NP",4,"Forereef",4,"Unprotected",0,NA,2,"D1",8.83919971714561,9.14399970739201,10,"AGA AGAR","Agaricia agaricites",1,1,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2243,1,2022,9,7,"CONT_HR","T02",NA,NA,0.773333333333333,24.63763,-82.82264,493723,"Tortugas--Dry Tortugas NP",4,"Lagoon",6,"Unprotected",0,NA,2,"D1",8.22959973665281,9.14399970739201,10,"AGA AGAR","Agaricia agaricites",1,1,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2064,1,2022,9,8,"CONT_MR","T04",NA,NA,0.157333333333333,24.66826,-83.03309,599094,"Tortugas--Tortugas Bank",3,"Bank",7,"Tortugas_NER",24,NA,1,"D2",19.2023993855232,19.2023993855232,10,"AGA AGAR","Agaricia agaricites",0,0,NA,NA,NA,NA,NA,NA,NA
"Tortugas",2098,1,2022,9,8,"CONT_HR","T05",NA,NA,0.508666666666667,24.71297,-82.9954,667444,"Tortugas--Tortugas Bank",3,"Bank",7,"Tortugas_NER",24,NA,1,"D2",18.287999414784,18.5927994050304,10,"AGA AGAR","Agaricia agaricites",1,0,7,6,2,0,0,"T","A"
"Tortugas",2098,1,2022,9,8,"CONT_HR","T05",NA,NA,0.508666666666667,24.71297,-82.9954,667444,"Tortugas--Tortugas Bank",3,"Bank",7,"Tortugas_NER",24,NA,1,"D2",18.287999414784,18.5927994050304,10,"AGA AGAR","Agaricia agaricites",1,0,4,4,4,0,0,"T","A"
"Tortugas",2098,1,2022,9,8,"CONT_HR","T05",NA,NA,0.508666666666667,24.71297,-82.9954,667444,"Tortugas--Tortugas Bank",3,"Bank",7,"Tortugas_NER",24,NA,1,"D2",18.287999414784,18.5927994050304,10,"AGA AGAR","Agaricia agaricites",1,0,7,5,4,10,0,"P","A"
"Tortugas",2098,1,2022,9,8,"CONT_HR","T05",NA,NA,0.508666666666667,24.71297,-82.9954,667444,"Tortugas--Tortugas Bank",3,"Bank",7,"Tortugas_NER",24,NA,1,"D2",18.287999414784,18.5927994050304,10,"AGA AGAR","Agaricia agaricites",1,0,4,3,4,0,0,"T","A"
"Tortugas",2098,1,2022,9,8,"CONT_HR","T05",NA,NA,0.508666666666667,24.71297,-82.9954,667444,"Tortugas--Tortugas Bank",3,"Bank",7,"Tortugas_NER",24,NA,1,"D2",18.287999414784,18.5927994050304,10,"AGA AGAR","Agaricia agaricites",1,0,7,6,5,2,0,"T","A"
